Company Name,Names,Sales Package,Model Number,Model Name,Type,Bluetooth,Memory Card Slot,Configuration,Power Output (RMS),Color,Wired/Wireless,Subwoofer,Wall Mountable Satellite,Built-in Fm Radio,Outdoor Usage,Frequency Response,Power Source,Impedance,Portable,Width,Height,Depth,Cable Length,Satellite Depth,Satellite Height,Satellite Width,Satellite Weight,Subwoofer Weight,Subwoofer Depth,Subwoofer Height,Subwoofer Width,Center Satellite Weight,Center Satellite Depth,Center Satellite Height,Center Satellite Width,Tweeter Diameter,Warranty Summary,Covered in Warranty,Domestic Warranty,Not Covered in Warranty,Warranty Service Type,International Warranty,Driver Size,Chassis Material,Other Features,Remote Control Support,Controls,Separation,Power Input,Sensitivity,Coverage Pattern,Other System Requirements,Technology Used,Price,Reviews,Ratings Count,Ratings,Five Stars,Four Stars,Three Stars,Two Stars,One Stars,Links
TRONICA,"TRONICA cowin 7.1 60 W Bluetooth Home Theatre  (Black, 7.1 Channel)","home theater, 7 small speakers, aux lead, antenna lead,remote,manual","COWIN Series 7.1 Channel Home Theatre System – Bluetooth, USB,FM, SD, RCA Inputs,AUX, LED TV Supported 4 Inch Active Subwoofer, 3” Passive Radiator, Vivid Lights, Wireless Remote",cowin 7.1,Home Theatre,Yes,Yes,7.1,60 W,Black,Wired & Wireless,,Yes,Yes,No,,220v,,,26 cm,20 cm,16 cm,,,,,,,,,,,,,,,,,,,,,,"Yes, wood & plastic Chassis",,,,,,,,,,"₹2,882",14 Reviews,180,3.5,89,19,15,14,43,https://www.flipkart.com/tronica-cowin-7-1-60-w-bluetooth-home-theatre/p/itm5018c6577c6a3?pid=ACCG7F97EUMHSFWG&lid=LSTACCG7F97EUMHSFWGZYFIZK&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_9_350&otracker=browse&fm=organic&iid=4f8a472f-537e-4f48-aa56-20583504ac32.ACCG7F97EUMHSFWG.SEARCH&ppt=None&ppn=None&ssid=fp1j8szr740000001701147859954
SAREGAMA,"SAREGAMA Carvaan Marathi 10 W Bluetooth Home Theatre  (Cherrywood Red, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Marathi,,Home Theatre,Yes,No,Stereo,10 W,Red,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,28.9 cm,22.6 cm,8.4 cm,,,,,,,,,,,,,,,,,1 Year,,,,,"Yes, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"220 V, 50 Hz",,,,,"₹6,290",39 Reviews,502,4.3,334,98,19,10,41,https://www.flipkart.com/saregama-carvaan-marathi-10-w-bluetooth-home-theatre/p/itmf7dsgrekx5ujq?pid=ACCF7DQK2F7NH85G&lid=LSTACCF7DQK2F7NH85G0KP713&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_9_351&otracker=browse&fm=organic&iid=en_Fpgo_t2NvvUbqJov1yCSXTOg45Zxq9P730cBfUdElheApG4AtdnipcS_F7NNGg5n4FaLpC3n23pl4LBXlme0og%3D%3D&ppt=None&ppn=None&ssid=fp1j8szr740000001701147859954
SAREGAMA,"SAREGAMA Carvaan Bengali 10 W Bluetooth Home Theatre  (Prorcelain White, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",SC03,Carvaan Bengali,Home Theatre,Yes,No,Stereo,10 W,Beige,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,27 cm,17 cm,8 cm,1 m,,,,,,,,,,,,,,,Warranty of the product is limited to manufacturing defects only,1 Year,"Warranty does not cover plastics parts, charger, remote or damage caused to the product due to improper installation by customer, normal wear and tear, display panel, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, any damage caused due to tampering of the product by an unauthorized agent, liability for loss of data",,,,"Yes, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"230 V AC, 50 Hz, 6 W",,,,,"₹5,990",87 Reviews,861,4.5,631,131,22,16,61,https://www.flipkart.com/saregama-carvaan-bengali-10-w-bluetooth-home-theatre/p/itmf225qpympgr4f?pid=ACCF225QQHXEYZRJ&lid=LSTACCF225QQHXEYZRJQKTGOC&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_9_352&otracker=browse&fm=organic&iid=en_Fpgo_t2NvvUbqJov1yCSXTOg45Zxq9P730cBfUdElhdAUMwz05p8dmlmmGUqUAxaczXtQd86bErArPXEnMP0eQ%3D%3D&ppt=None&ppn=None&ssid=fp1j8szr740000001701147859954
LG,"LG FH2 Bluetooth Party Speaker with Trolley  (Black, Stereo Channel)","Warranty Card, 1 Speaker",FH2,FH2,Home Theatre,Yes,No,Stereo,,Black,Wireless,1,No,Yes,Yes,,AC Adapter,4,,35.3 cm,42 cm,26.9 cm,,,,,,,,,,,,,,,,,1 Year,,,,,No,,No,Yes,,"AC 230 V, 50 Hz",,,,,"₹13,299",34 Reviews,160,4.3,96,40,15,0,9,https://www.flipkart.com/lg-fh2-bluetooth-party-speaker-trolley/p/itmf243b4xnga3az?pid=ACCF243BBFEZ9DUC&lid=LSTACCF243BBFEZ9DUCOBPJIM&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_9_353&otracker=browse&fm=organic&iid=4f8a472f-537e-4f48-aa56-20583504ac32.ACCF243BBFEZ9DUC.SEARCH&ppt=None&ppn=None&ssid=fp1j8szr740000001701147859954
etmax,"etmax NANO PLUS Grey 30 W Bluetooth Home Theatre  (Grey, Stereo Channel)","1 Speaker, Remote",NANO PLUS ET-1414 BLUETOOTH,NANO PLUS Grey,Home Theatre,Yes,Yes,Stereo,30 W,Grey,Wireless,,,Yes,,,220V AC,,,12.5 cm,20 cm,16.5 cm,,,,,,,,,,,,,,,,Manufacturing defects,6 Months,Breakage and Mishandling,Customer needs to send the product to service centre,,,Wooden Chassis,,YES,,,,,,,,₹999,6 Reviews,62,3.8,,,,,,https://www.flipkart.com/etmax-nano-plus-grey-30-w-bluetooth-home-theatre/p/itm1fe0555f911bb?pid=ACCG9TR6GFTJQG5H&lid=LSTACCG9TR6GFTJQG5HHJFQBJ&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_9_354&otracker=browse&fm=organic&iid=4f8a472f-537e-4f48-aa56-20583504ac32.ACCG9TR6GFTJQG5H.SEARCH&ppt=None&ppn=None&ssid=fp1j8szr740000001701147859954
TECNIA,"TECNIA Super King 512 50 W Bluetooth Home Theatre  (Black, 5.1 Channel)","1 Subwoofer, 2 Big Speakers, 3 Small Speakers, 1 Remote, 1 Aux Cable, Warranty Card, Antenna Wire",Super King Series 512 Bluetooth 5.1 Channel Home Theater System,Super King 512,Home Theatre,Yes,Yes,5.1,50 W,Black,Wired,,Yes,Yes,Yes,,,,,38 cm,30 cm,30 cm,10 m,,,,,,,,,,,,,,Manufacturing Warranty,Manufacturing Fault,1 Year,Damaged Product,Repair,,,"No, Wooden & Plastic Chassis",,"Play, Stop, Pause, Rewind, FM Mode, Volume Control",,,,,,,Digital,"₹2,449",18 Reviews,290,3.4,131,29,32,32,66,https://www.flipkart.com/tecnia-super-king-512-50-w-bluetooth-home-theatre/p/itmd7778d38b8a56?pid=ACCG7CBY9USHGZHN&lid=LSTACCG7CBY9USHGZHNF4XWKA&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_9_355&otracker=browse&fm=organic&iid=4f8a472f-537e-4f48-aa56-20583504ac32.ACCG7CBY9USHGZHN.SEARCH&ppt=None&ppn=None&ssid=fp1j8szr740000001701147859954
Musify,"Musify 100% BRAND NEW WS-01 |3D sound| Splashproof| Water resistant| Deep Baas Stereo sound quality |Led Colour Changing Lights| mini Home theatre| Full Range Multimedia Speaker AUX supported| wireless Speaker| Long hour battery Life 10 W Bluetooth Home Theatre  (Black, Stereo Channel)",1 SPEAKER,100% BRAND NEW WS-01 |3D sound| Splashproof| Water resistant| Deep Baas Stereo sound quality |Led Colour Changing Lights| mini Home theatre| Full Range Multimedia Speaker AUX supported| wireless Speaker| Long hour battery Life,,Home Theatre,Yes,Yes,Stereo,10 W,Black,Wired & Wireless,1,,Yes,Yes,300,BATTERY,4,,8 cm,12 cm,8 cm,,,,,,,,,,,,,,,NA,NA,,NA,NA,,52,PLASTIC Chassis,"Bluetooth 5.0 compatibility and stable transmission: speakers with Bluetooth 5.0 wireless technology helps connecting fast and stable, high-fidelity transmission, Ultra portable and multi-function playback: wireless Bluetooth speakers have built-in mic, fast connection for smartphones and all mobile phone",,PREV/NEXT - PLAY/PAUSE - VOL - RECORDING,,4,42 dB,,Please charge full of electronics when you use it at first time.,BLUETOOTH,₹556,3 Reviews,8,3.5,,,,,,https://www.flipkart.com/musify-100-brand-new-ws-01-3d-sound-splashproof-water-resistant-deep-baas-stereo-sound-quality-led-colour-changing-lights-mini-home-theatre-full-range-multimedia-speaker-aux-supported-wireless-speaker-long-hour-battery-life-10-w-bluetooth-theatre/p/itm7e8e9d05566c9?pid=ACCG7CV3GZHDVYGZ&lid=LSTACCG7CV3GZHDVYGZ1AZ71U&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_9_356&otracker=browse&fm=organic&iid=4f8a472f-537e-4f48-aa56-20583504ac32.ACCG7CV3GZHDVYGZ.SEARCH&ppt=None&ppn=None&ssid=fp1j8szr740000001701147859954
SAREGAMA,"SAREGAMA Carvaan Bengali 6 W Bluetooth Home Theatre  (Cherrywood Red, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Bengali,,Home Theatre,Yes,No,Stereo,6 W,Red,Wireless,,No,Yes,Yes,200-10000 Hz,Battery,4 Ohms,,27 cm,17 cm,8 cm,,,,,,,,,,,,,,,,,1 Year,,,,,"Yes, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"230 V AC, 50 Hz, 6 W",,,,,"₹6,290",87 Reviews,861,4.5,631,131,22,16,61,https://www.flipkart.com/saregama-carvaan-bengali-6-w-bluetooth-home-theatre/p/itmf7dtfz2hshkqy?pid=ACCF7DQKMYG6TYFG&lid=LSTACCF7DQKMYG6TYFGLS99R2&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_9_357&otracker=browse&fm=organic&iid=en_Fpgo_t2NvvUbqJov1yCSXTOg45Zxq9P730cBfUdElhfF4a9toI6KssNVQMyz4EP-P8rUiRb-icp9pzSpNxttfA%3D%3D&ppt=None&ppn=None&ssid=fp1j8szr740000001701147859954
SAREGAMA,"SAREGAMA Carvaan Telugu 10 W Bluetooth Home Theatre  (Porcelain White, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",SC03,Carvaan Telugu,Home Theatre,Yes,No,Stereo,10 W,White,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,27 cm,17 cm,8 cm,,,,,,,,,,,,,,,,Warranty of the product is limited to manufacturing defects only,1 Year,"Warranty does not cover plastics parts, charger, remote or damage caused to the product due to improper installation by customer, normal wear and tear, display panel, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, any damage caused due to tampering of the product by an unauthorized agent, liability for loss of data",,,,"No, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,230 V AC,,,,,"₹5,990",5 Reviews,65,4,37,13,4,2,9,https://www.flipkart.com/saregama-carvaan-telugu-10-w-bluetooth-home-theatre/p/itm7d5aefbb7d12e?pid=ACCG73QAUDSB6DJK&lid=LSTACCG73QAUDSB6DJKDOPWYL&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_9_358&otracker=browse&fm=organic&iid=en_Fpgo_t2NvvUbqJov1yCSXTOg45Zxq9P730cBfUdElhclpYJvEUEfYGojFbyO_AHazI5Pwn7XbKBxtIqcUaY5KQ%3D%3D&ppt=None&ppn=None&ssid=fp1j8szr740000001701147859954
Buy,"Buy Genuine Mini HD Sound Stylish High Bass 3D Stereo 5 W Bluetooth Home Theatre  (Blue, Stereo Channel)","1 X Bluetooth Speaker, 1 X USB Cable",Mini HD Sound Stylish High Bass 3D Stereo,,Home Theatre,Yes,Yes,Stereo,5 W,Blue,Wireless,1,Yes,Yes,Yes,200-20000,Battery,4,,11 cm,5 cm,10 cm,1.6 m,93 mm,95 mm,92 mm,0.1 kg,0.2 kg,93 mm,95 mm,92 mm,0.1 kg,93 mm,95 mm,92 mm,13 mm,10 Days Replacement Warranty,NA,,10 Days Replacement Warranty,NA,,4 inch,"Yes, ABS, Metal Chassis","Built-in FM radio Plug-in style mini speaker supports TF/SD card Compatible with table PCs, smart phones and various kinds of Bluetooth-enabled devices. USB interface design, plug and play, easy to install and operate. Portable design convenient for you to carry with, enjoy music at any time and at any places. Power Output (RMS): 5 W.",Wireless,"Volume, Play, Pause, Track Control",Greater Than 40 dB,100-240 V AC,108 dB,70 Degree,"WS-887 Bluetooth Speaker with Powerful Rechargeable Battery. It is compatible with laptops, MP3/4 devices, TF/USB Flash Drive, Mobiles/Smartphones, or any audio device that has Bluetooth functionality or has a 3.5mm jack input. Bluetooth Multimedia Speaker System with Mobiles/Smartphones/Tablets/ Computer/Laptop/Pen Drive / SD Card (with compatible phones). Performance gives excellent audio output when you are enjoying your movies in your own comfort. With the Bluetooth, it sends good interference-free performance, high data rate, high quality and efficiency. Did we mention it comes with a Built-In Microphone.",Multipoint Technology,₹429,10 Reviews,154,3.8,88,11,17,14,24,https://www.flipkart.com/buy-genuine-mini-hd-sound-stylish-high-bass-3d-stereo-5-w-bluetooth-home-theatre/p/itm830913c606386?pid=ACCFJFDJAHYZSVMM&lid=LSTACCFJFDJAHYZSVMMCAUSHB&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_9_359&otracker=browse&fm=organic&iid=4f8a472f-537e-4f48-aa56-20583504ac32.ACCFJFDJAHYZSVMM.SEARCH&ppt=None&ppn=None&ssid=fp1j8szr740000001701147859954
Zinitax,"Zinitax Series F-450VV 4.1 Home Theater System USB &FM Multimedia Speaker 27000 W Bluetooth Home Theatre  (Black, 4.1 Channel)",1 piece,Series F-450VV 4.1 Home Theater System USB &FM Multimedia Speaker,,Home Theatre,Yes,Yes,4.1,27000 W,Black,Wired & Wireless,,,Yes,Yes,,,,,14 cm,64 cm,18 cm,,,,,,,,,,,,,,,,,,Broken item,,,,No,,,,,,,,,,"₹1,599",2 Reviews,10,3.9,,,,,,https://www.flipkart.com/zinitax-series-f-450vv-4-1-home-theater-system-usb-fm-multimedia-speaker-27000-w-bluetooth-theatre/p/itmb40c290c06fc1?pid=ACCGSZKFXAZMSDSS&lid=LSTACCGSZKFXAZMSDSSUCZWKF&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_9_360&otracker=browse&fm=organic&iid=4f8a472f-537e-4f48-aa56-20583504ac32.ACCGSZKFXAZMSDSS.SEARCH&ppt=None&ppn=None&ssid=fp1j8szr740000001701147859954
I,"I Kall IK202 60 W Bluetooth Home Theatre  (Black, 4.1 Channel)",1 set,IK 202,IK202,Home Theatre,Yes,Yes,4.1,60 W,Black,Wired,,,,,,,"MAIN UNIT 4 OHMS, SATELLITE 8 OHMS",,22 cm,27 cm,32 cm,,,,,,,,,,,,,,,1 Year Domestic Warranty from the Date of Purchase,,1 Year,,1 Year Domestic Warranty from the Date of Purchase,1 Year,,,,,,,,,,,,"₹2,099",6 Reviews,82,3.8,43,11,12,3,13,https://www.flipkart.com/kall-ik202-60-w-bluetooth-home-theatre/p/itma835b0f679204?pid=ACCFZ9U9TYEHSSFY&lid=LSTACCFZ9U9TYEHSSFYC7UGV0&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_361&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCFZ9U9TYEHSSFY.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
Musify,"Musify Trending Deep Bass| DJ light Carry Handle Speaker| Long battery Life & FREE MIC 15 W Bluetooth Home Theatre  (Black, Stereo Channel)","Bluetooth Speaker, Karaoke Mic, Mic Wire, USB Charging Cable",403v,Trending Deep Bass| DJ light Carry Handle Speaker| Long battery Life & FREE MIC,Home Theatre,Yes,Yes,Stereo,15 W,Black,Wired & Wireless,,,Yes,Yes,200-20000,Rechargeable Battery,,,18 cm,10 cm,22 cm,,,,,,,,,,,,,,,,,,,,,,ABS plastic Chassis,"The powerful rechargeable battery could provide more than 8 hours of non-stop music playing at its largest volume., The color of light will change with the beat of the music to make all of you feel the cheerful atmosphere from disco when karaoke.",,"Play, Pause, Next, Previous, VOLUME UP, VOLUME DOWN",,100-240V,110 dB,,Please charge the speaker before first use.,Bluetooth,₹975,,,,,,,,,https://www.flipkart.com/musify-trending-deep-bass-dj-light-carry-handle-speaker-long-battery-life-free-mic-15-w-bluetooth-home-theatre/p/itmb5f5715e45d7d?pid=ACCGN9QJQZ85SYRC&lid=LSTACCGN9QJQZ85SYRCQQF8QN&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_362&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGN9QJQZ85SYRC.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
iball,"iball Dusk at The Deck 31 W Bluetooth Home Theatre  (Red, 4.2 Channel)",1 FRAME SPEAKER,Dusk at The Deck,,Home Theatre,Yes,Yes,4.2,31 W,Multicolor,,,,,,89,AC,8,,37.2 cm,47.2 cm,5.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₹8,450",,,,,,,,,https://www.flipkart.com/iball-dusk-deck-31-w-bluetooth-home-theatre/p/itmffrn8cyskmnqf?pid=ACCFFR8B4GQA62BQ&lid=LSTACCFFR8B4GQA62BQ0MBJKY&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_363&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCFFR8B4GQA62BQ.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
Treadmill,"Treadmill TG-113 Best Buy Ultra DJ Sound Blast Speaker Portable Best Bluetooth Speaker with Super deep Bass Wireless Rechargeable dj Sound Bluetooth Speaker Support TF/USB/Pen Drive/AUX 10 W Bluetooth Home Theatre  (Blue, 5.1 Channel)",1.SPEAKER,TG-113 Best Buy Ultra DJ Sound Blast Speaker Portable Best Bluetooth Speaker with Super deep Bass Wireless Rechargeable dj Sound Bluetooth Speaker Support TF/USB/Pen Drive/AUX,,Home Theatre,Yes,Yes,5.1,10 W,Blue,Wired & Wireless,1,Yes,Yes,Yes,500,BATTERY,6,,8 cm,15 cm,7 cm,3.5 m,,,,,,,,,,,,,,NA,NA,,NA,NA,,52,"Yes, PLASTIC Chassis","Portable Column Bluetooth Outdoor Speaker, Boom bass,portable speaker for all your needs, Powerpact stereo audio sound",WIRELEES,PREV/NEXT - PLAY/PAUSE - VOL - RECORDING,40,5,42 dB,HARD ABS PLASTIC,Please charge full of electronics when you use it at first time.,BLUETOOTH,₹425,0 Reviews,3,4.7,,,,,,https://www.flipkart.com/treadmill-tg-113-best-buy-ultra-dj-sound-blast-speaker-portable-bluetooth-super-deep-bass-wireless-rechargeable-support-tf-usb-pen-drive-aux-10-w-home-theatre/p/itmc9c105a1a7163?pid=ACCG6UYV3FNHFRZH&lid=LSTACCG6UYV3FNHFRZHDKOUUS&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_364&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCG6UYV3FNHFRZH.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
BAGATELLE,"BAGATELLE Best Offer Dual Horn Dj Sound Power boost high sound blast with ultra 3d bass New arrival waterproof/splashproof mini dynamite thunder sound Wireless Bluetooth Speaker for car/laptop/home audio & gaming With usb/fm/tf card & line in aux supported 9 W Bluetooth Home Theatre  (Blue, Stereo Channel)","1 Bluetooth Speaker, Charging Cable",Best Offer Dual Horn Dj Sound Power boost high sound blast with ultra 3d bass New arrival waterproof/splashproof mini dynamite thunder sound Wireless Bluetooth Speaker for car/laptop/home audio & gaming With usb/fm/tf card & line in aux supported,,Home Theatre,Yes,Yes,Stereo,9 W,Blue,Wireless,1,Yes,Yes,Yes,150HZ-20KHZ,,4,,8 cm,20 cm,8 cm,,,,,,,,,,,,,,,,,,,,,52,Plastic Chassis,"ULTRA SOUND Speaker has a Cool appearance, Football shape design, fashionable and sporty,Support USB, Support TF card, FM Radio function, Bluetooth functionality built-in microphone can answer the phone,stereo input out put., Enjoy True, Full Room Sound From Our Resonance Technology And Sound Frequency. The Speaker Captures The High Highs And The Deepest Lows, Giving You Rich, Full Surround Sound, The Ultimate, High-Powered Portable Bluetooth Speaker With Powerful Stereo Sound And A Power Bank All In One Package. A Built-In Noise And Echo-Cancelling Speakerphone Gives",,"Power On/ Off, Mode, Volume +/-, PLAY/PAUSE",,,42 dB,,,,₹475,4 Reviews,40,4.2,,,,,,https://www.flipkart.com/bagatelle-best-offer-dual-horn-dj-sound-power-boost-high-blast-ultra-3d-bass-new-arrival-waterproof-splashproof-mini-dynamite-thunder-wireless-bluetooth-speaker-car-laptop-home-audio-gaming-usb-fm-tf-card-line-aux-supported-9-w-home-theatre/p/itma3a74febbb088?pid=ACCG3X3UPXYQJGBZ&lid=LSTACCG3X3UPXYQJGBZF1V0B6&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_365&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCG3X3UPXYQJGBZ.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
TEQIR,"TEQIR Dolby Atmos Soundbar (4K Hdr, Surround Sound, Bluetooth, Geïntegreerde Subwoofer 16 W Bluetooth Home Theatre  (Black DARK, Stereo Channel)","1 SPEAKER, WITH POWER CABLE","High Soundbar with 8 Inch(20cm) Subwoofer, 5.1 Channel Surround Sound System 01","Dolby Atmos Soundbar (4K Hdr, Surround Sound, Bluetooth, Geïntegreerde Subwoofer",Home Theatre,Yes,Yes,Stereo,16 W,Black,Wireless,2,Yes,Yes,Yes,300GHZ100,BATTERY,16,,8 cm,12 cm,5 cm,1 m,,,,,,,,,,,,,,7 DAYS REPLACEMENT,NA,,NA,NA,,52,"Yes, Yes, hard plastic Chassis","Stream music from your Mobile or Tablet via Bluetooth Connectivity. HDMI ARC & Optical connection allows a versatile setup options providing an ease to user accessibility. Just press the “Voice” button on the remote control to enhance voice clarity, which brings dialogues to the front, allowing your favorite voices to stand out against background noise.",NO,"ON/Off, Next/ Preview, FM Button",6DB,USB CHARGING BATTERY,45 dB,4OH,"Connect this system to all the devices you have and see how your music experience goes up so many notches. All modern devices are invited and the connectivity options range from Bluetooth, Aux and USB",,₹989,3 Reviews,51,3.3,,,,,,https://www.flipkart.com/teqir-dolby-atmos-soundbar-4k-hdr-surround-sound-bluetooth-gentegreerde-subwoofer-16-w-bluetooth-home-theatre/p/itm3f0f54e5a1b0c?pid=ACCGRGTHQNZBHNBH&lid=LSTACCGRGTHQNZBHNBHG3FEJT&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_366&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGRGTHQNZBHNBH.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
ZWOLLEX,"ZWOLLEX TG-113 waterproof mini dynamite thunder sound Speaker 5 W Bluetooth Home Theatre  (Black, 4.2 Channel)","1 speaker, 1 Usb Cable",TG-113 waterproof mini dynamite thunder sound Speaker,,Home Theatre,Yes,Yes,4.2,5 W,Black,Wireless,,,Yes,Yes,150HZ-20KHZ,,,,7 cm,16 cm,7 cm,,,,,,,,,,,,,,,,,,,,,,"Yes, HARD PLASTIC & CLOTH Chassis",,,,,,,,,,₹449,0 Reviews,10,3.9,,,,,,https://www.flipkart.com/zwollex-tg-113-waterproof-mini-dynamite-thunder-sound-speaker-5-w-bluetooth-home-theatre/p/itmdda3765020edb?pid=ACCGD6SDFHWABBCB&lid=LSTACCGD6SDFHWABBCB7LXCFE&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_367&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGD6SDFHWABBCB.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
TEQIR,"TEQIR 16W Soundbar with USB Powered, 3.5mm Audio Jack Soundbar 16 W Bluetooth Home Theatre  (Black, Stereo Channel)","1 SPEAKER, WITH POWER CABLE","Bluetooth Audio, Support TF Card / U Disk / 3.5mm AUX, Support TF Card / U Disk","16W Soundbar with USB Powered, 3.5mm Audio Jack Soundbar",Home Theatre,Yes,Yes,Stereo,16 W,Black,Wireless,2,Yes,Yes,Yes,300GHZ100,BATTERY,16,,8 cm,12 cm,5 cm,1 m,,,,,,,,,,,,,,7 DAYS REPLACEMENT,NA,,NA,NA,,52,"Yes, Yes, hard plastic Chassis","Pair smartphones, tablets, laptops and more via Bluetooth, or connect non-Bluetooth devices such as MP3 players using the included AUX cable or play music with memory.",NO,"ON/Off, Next/ Preview, FM Button",6DB,USB CHARGING BATTERY,45 dB,4OH,"The speaker has built-in Li-Ion 2200 mAh battery, 19 H playtime to meet your long music time for all your outdoor activities like hiking, partying, cycling",,₹989,,,,,,,,,https://www.flipkart.com/teqir-16w-soundbar-usb-powered-3-5mm-audio-jack-16-w-bluetooth-home-theatre/p/itm2de58b77d6ffb?pid=ACCGS7PSQDK4HMQZ&lid=LSTACCGS7PSQDK4HMQZFLUXAM&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_368&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCGS7PSQDK4HMQZ.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
TRONICA,"TRONICA Grey Super King Series 5.1 Bluetooth Multimedia Speakers with FM/PenDrive/Sd Card/Mobile/Aux Support 40 W Bluetooth Home Theatre  (Grey, 5.1 Channel)",1 Speaker set,Grey Super King Series 5.1 Bluetooth Multimedia Speakers with FM/PenDrive/Sd Card/Mobile/Aux Support,,Home Theatre,Yes,Yes,5.1,40 W,Grey,Wired,1,Yes,Yes,No,,,,,30 cm,22 cm,28 cm,,,,,,,,,,,,,,,,,,,,,,No,,,,,,30 dB,,,,"₹2,429",28 Reviews,336,3.9,191,36,38,20,51,https://www.flipkart.com/tronica-grey-super-king-series-5-1-bluetooth-multimedia-speakers-fm-pendrive-sd-card-mobile-aux-support-40-w-home-theatre/p/itm100024ff6e263?pid=ACCFZKEE4Y6HX7DG&lid=LSTACCFZKEE4Y6HX7DGZ0NLWY&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_369&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCFZKEE4Y6HX7DG.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
Ahuja,"Ahuja PA Ceiling Speaker 6 W Home Theatre  (White, Mono Channel)",1,PA Ceiling Speaker,,Home Theatre,No,,Mono,6 W,White,,,,,,,,,,21 cm,21 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₹1,199",0 Reviews,8,3,,,,,,https://www.flipkart.com/ahuja-pa-ceiling-speaker-6-w-home-theatre/p/itmd63c0d5616a16?pid=ACCFXNQ2X5PXWYYT&lid=LSTACCFXNQ2X5PXWYYTYI7FLV&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_10_370&otracker=browse&fm=organic&iid=29fb8d84-8873-4df2-9e8d-13249cc07473.ACCFXNQ2X5PXWYYT.SEARCH&ppt=None&ppn=None&ssid=grbvml6peo0000001701147878268
